a,b,c,hood_no,score
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,153,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,154,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,155,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,156,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,157,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,158,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,159,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,160,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,161,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,162,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,163,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,164,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,165,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,166,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,167,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,168,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,169,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,170,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,171,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,172,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,173,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,174,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,175,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,176,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,177,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
100,100,50,178,57800
