"K","M","d","D","e","t","time","n50","largest","brm_paired","rba_result"
45,0,6,6,2,2,19.51518555,181,1312,10163,65
45,0,6,6,2,7,19.648105913,181,1312,10163,63
45,0,6,6,2,12,19.465931991,181,1312,10163,63
45,0,6,6,7,2,19.69925254,181,1312,10163,64
45,0,6,6,7,7,19.412796279,181,1312,10163,63
45,0,6,6,7,12,20.307872243,181,1312,10163,64
45,0,6,6,12,2,20.070673266,192,1312,9901,56
45,0,6,6,12,7,19.892735652,192,1312,9901,56
45,0,6,6,12,12,19.124051649,192,1312,9901,58
45,1,0,0,2,2,25.818217396,210,1653,23646,381
45,1,0,0,2,7,24.4822931,210,1653,23646,381
45,1,0,0,2,12,24.58827655,210,1653,23646,380
45,1,0,0,7,2,24.438731178,390,1508,16087,85
45,1,0,0,7,7,24.289543057,390,1508,16087,84
45,1,0,0,7,12,25.227519842,390,1508,16087,84
45,1,0,0,12,2,23.948056336,298,1281,11657,47
45,1,0,0,12,7,23.099948863,298,1281,11657,47
45,1,0,0,12,12,23.55418262,298,1281,11657,47
45,1,0,0,2,2,25.526624286,210,1653,23646,381
45,1,0,0,2,7,24.40617816,210,1653,23646,381
45,1,0,0,2,12,24.362696603,210,1653,23646,382
45,1,0,0,7,2,23.827849465,390,1508,16087,85
45,1,0,0,7,7,24.637336632,390,1508,16087,84
45,1,0,0,7,12,23.753855661,390,1508,16087,84
45,1,0,0,12,2,23.828463761,298,1281,11657,47
45,1,0,0,12,7,24.453552306,298,1281,11657,47
45,1,0,0,12,12,23.64562011,298,1281,11657,47
45,1,0,0,2,2,23.68781879,210,1653,23646,382
45,1,0,0,2,7,24.254089818,210,1653,23646,380
45,1,0,0,2,12,24.860498825,210,1653,23646,381
45,1,0,0,7,2,24.532874599,390,1508,16087,82
45,1,0,0,7,7,24.603654572,390,1508,16087,85
45,1,0,0,7,12,24.472909819,390,1508,16087,85
45,1,0,0,12,2,23.796331786,298,1281,11657,47
45,1,0,0,12,7,23.029601926,298,1281,11657,47
45,1,0,0,12,12,24.491381261,298,1281,11657,47
45,1,0,2,2,2,25.415568188,210,1653,23646,383
45,1,0,2,2,7,24.533335137,210,1653,23646,381
45,1,0,2,2,12,23.678724858,210,1653,23646,381
45,1,0,2,7,2,23.863477599,390,1508,16087,84
45,1,0,2,7,7,23.460689452,390,1508,16087,82
45,1,0,2,7,12,24.020547987,390,1508,16087,84
45,1,0,2,12,2,24.286311554,298,1281,11657,47
45,1,0,2,12,7,24.265753461,298,1281,11657,47
45,1,0,2,12,12,24.097531822,298,1281,11657,47
45,1,0,2,2,2,23.55619885,210,1653,23646,380
45,1,0,2,2,7,23.529810876,210,1653,23646,380
45,1,0,2,2,12,24.729322731,210,1653,23646,380
45,1,0,2,7,2,23.675129341,390,1508,16087,85
45,1,0,2,7,7,24.183986316,390,1508,16087,84
45,1,0,2,7,12,24.005047308,390,1508,16087,85
45,1,0,2,12,2,23.620918487,298,1281,11657,47
45,1,0,2,12,7,23.676110547,298,1281,11657,47
45,1,0,2,12,12,23.521910182,298,1281,11657,47
45,1,0,2,2,2,25.142224954,210,1653,23646,383
45,1,0,2,2,7,24.78583331,210,1653,23646,380
45,1,0,2,2,12,24.791104534,210,1653,23646,382
45,1,0,2,7,2,24.171316143,390,1508,16087,84
45,1,0,2,7,7,23.271661271,390,1508,16087,84
45,1,0,2,7,12,23.495255433,390,1508,16087,84
45,1,0,2,12,2,24.117440321,298,1281,11657,47
45,1,0,2,12,7,24.29377763,298,1281,11657,47
45,1,0,2,12,12,24.063467652,298,1281,11657,47
45,1,0,4,2,2,24.131026067,210,1653,23646,383
45,1,0,4,2,7,24.16339017,210,1653,23646,383
45,1,0,4,2,12,23.520401164,210,1653,23646,381
45,1,0,4,7,2,24.47051657,390,1508,16087,85
45,1,0,4,7,7,23.463994092,390,1508,16087,85
45,1,0,4,7,12,24.176922084,390,1508,16087,85
45,1,0,4,12,2,23.063370144,298,1281,11657,47
45,1,0,4,12,7,23.401769265,298,1281,11657,47
45,1,0,4,12,12,23.345075083,298,1281,11657,47
45,1,0,4,2,2,24.481186959,210,1653,23646,380
45,1,0,4,2,7,24.922146256,210,1653,23646,381
45,1,0,4,2,12,23.854010312,210,1653,23646,381
45,1,0,4,7,2,23.939743943,390,1508,16087,84
45,1,0,4,7,7,23.436759864,390,1508,16087,84
45,1,0,4,7,12,23.028769614,390,1508,16087,83
45,1,0,4,12,2,23.247214545,298,1281,11657,47
45,1,0,4,12,7,23.293620854,298,1281,11657,47
45,1,0,4,12,12,24.158290218,298,1281,11657,47
45,1,0,4,2,2,24.00134419,210,1653,23646,381
45,1,0,4,2,7,24.16274294,210,1653,23646,381
45,1,0,4,2,12,24.906968019,210,1653,23646,380
45,1,0,4,7,2,23.311307638,390,1508,16087,84
45,1,0,4,7,7,24.925742617,390,1508,16087,84
45,1,0,4,7,12,23.66230744,390,1508,16087,85
45,1,0,4,12,2,23.938054018,298,1281,11657,47
45,1,0,4,12,7,24.313319665,298,1281,11657,47
45,1,0,4,12,12,23.614952299,298,1281,11657,47
45,1,0,6,2,2,24.497853261,210,1653,23646,381
45,1,0,6,2,7,24.823645211,210,1653,23646,384
45,1,0,6,2,12,25.550965989,210,1653,23646,384
45,1,0,6,7,2,24.85917398,390,1508,16087,85
45,1,0,6,7,7,24.17188519,390,1508,16087,84
45,1,0,6,7,12,24.081559114,390,1508,16087,82
45,1,0,6,12,2,24.475237232,298,1281,11657,47
45,1,0,6,12,7,23.850569043,298,1281,11657,47
45,1,0,6,12,12,24.114341924,298,1281,11657,47
45,1,0,6,2,2,25.071150697,210,1653,23646,381
45,1,0,6,2,7,24.260842435,210,1653,23646,381
45,1,0,6,2,12,22.806298104,210,1653,23646,381
45,1,0,6,7,2,24.667386794,390,1508,16087,85
45,1,0,6,7,7,24.23998396,390,1508,16087,84
45,1,0,6,7,12,24.139460347,390,1508,16087,84
45,1,0,6,12,2,24.347665684,298,1281,11657,47
45,1,0,6,12,7,24.265491352,298,1281,11657,47
45,1,0,6,12,12,23.408164663,298,1281,11657,47
45,1,0,6,2,2,25.015524858,210,1653,23646,381
45,1,0,6,2,7,24.763900168,210,1653,23646,381
45,1,0,6,2,12,25.291345926,210,1653,23646,381
45,1,0,6,7,2,24.0354693,390,1508,16087,84
45,1,0,6,7,7,23.358858739,390,1508,16087,84
45,1,0,6,7,12,23.746240873,390,1508,16087,84
45,1,0,6,12,2,24.464079612,298,1281,11657,47
45,1,0,6,12,7,26.717681218,298,1281,11657,47
45,1,0,6,12,12,24.653722557,298,1281,11657,47
45,1,2,0,2,2,19.842033961,201,1450,17264,148
45,1,2,0,2,7,19.183643482,201,1450,17264,147
45,1,2,0,2,12,18.655199444,201,1450,17264,147
45,1,2,0,7,2,20.809694341,231,1450,15975,103
45,1,2,0,7,7,20.684882045,231,1450,15975,103
45,1,2,0,7,12,21.356671238,231,1450,15975,103
45,1,2,0,12,2,21.597174835,292,1450,12545,51
45,1,2,0,12,7,20.069274603,292,1450,12545,51
45,1,2,0,12,12,20.125927771,292,1450,12545,51
45,1,2,0,2,2,20.47437286,201,1450,17264,148
45,1,2,0,2,7,20.054503729,201,1450,17264,147
45,1,2,0,2,12,21.01070169,201,1450,17264,147
45,1,2,0,7,2,20.990171192,231,1450,15975,103
45,1,2,0,7,7,20.375411026,231,1450,15975,103
45,1,2,0,7,12,19.70621363,231,1450,15975,103
45,1,2,0,12,2,19.816444845,292,1450,12545,52
45,1,2,0,12,7,20.114230395,292,1450,12545,51
45,1,2,0,12,12,21.305487983,292,1450,12545,51
45,1,2,0,2,2,20.834406852,201,1450,17264,147
45,1,2,0,2,7,20.677926631,201,1450,17264,148
45,1,2,0,2,12,19.833791669,201,1450,17264,147
45,1,2,0,7,2,19.977577206,231,1450,15975,103
45,1,2,0,7,7,20.067381588,231,1450,15975,103
45,1,2,0,7,12,19.853291934,231,1450,15975,103
45,1,2,0,12,2,20.873502407,292,1450,12545,51
45,1,2,0,12,7,21.30664272,292,1450,12545,51
45,1,2,0,12,12,20.688619236,292,1450,12545,51
45,1,2,2,2,2,19.429846375,201,1450,17264,147
45,1,2,2,2,7,20.871935283,201,1450,17264,147
45,1,2,2,2,12,20.182884765,201,1450,17264,148
45,1,2,2,7,2,20.507007911,231,1450,15975,103
45,1,2,2,7,7,20.586650146,231,1450,15975,103
45,1,2,2,7,12,20.099236162,231,1450,15975,103
45,1,2,2,12,2,19.105602557,292,1450,12545,52
45,1,2,2,12,7,20.576428854,292,1450,12545,51
45,1,2,2,12,12,20.299590564,292,1450,12545,51
45,1,2,2,2,2,20.119999692,201,1450,17264,148
45,1,2,2,2,7,20.644939993,201,1450,17264,147
45,1,2,2,2,12,20.123203529,201,1450,17264,147
45,1,2,2,7,2,19.676554245,231,1450,15975,103
45,1,2,2,7,7,20.327727519,231,1450,15975,103
45,1,2,2,7,12,20.044148676,231,1450,15975,103
45,1,2,2,12,2,20.745881768,292,1450,12545,51
45,1,2,2,12,7,20.549666095,292,1450,12545,51
45,1,2,2,12,12,20.583097767,292,1450,12545,51
45,1,2,2,2,2,18.961411495,201,1450,17264,147
45,1,2,2,2,7,20.4128593,201,1450,17264,147
45,1,2,2,2,12,19.952706605,201,1450,17264,147
45,1,2,2,7,2,19.862623082,231,1450,15975,103
45,1,2,2,7,7,20.420197592,231,1450,15975,103
45,1,2,2,7,12,20.523340373,231,1450,15975,103
45,1,2,2,12,2,19.781208172,292,1450,12545,51
45,1,2,2,12,7,20.591997493,292,1450,12545,51
45,1,2,2,12,12,20.737345438,292,1450,12545,51
45,1,2,4,2,2,20.027007772,201,1450,17264,147
45,1,2,4,2,7,20.201824004,201,1450,17264,147
45,1,2,4,2,12,20.348726038,201,1450,17264,147
45,1,2,4,7,2,19.246696286,231,1450,15975,103
45,1,2,4,7,7,19.940838653,231,1450,15975,103
45,1,2,4,7,12,20.268452363,231,1450,15975,103
45,1,2,4,12,2,20.767250416,292,1450,12545,50
45,1,2,4,12,7,21.285463427,292,1450,12545,51
45,1,2,4,12,12,19.908051016,292,1450,12545,51
45,1,2,4,2,2,18.900699454,201,1450,17264,147
45,1,2,4,2,7,20.380510821,201,1450,17264,147
45,1,2,4,2,12,20.136592838,201,1450,17264,149
45,1,2,4,7,2,19.718787721,231,1450,15975,103
45,1,2,4,7,7,20.638608412,231,1450,15975,103
45,1,2,4,7,12,20.603151726,231,1450,15975,103
45,1,2,4,12,2,19.705525844,292,1450,12545,51
45,1,2,4,12,7,20.059539687,292,1450,12545,51
45,1,2,4,12,12,20.463510635,292,1450,12545,51
45,1,2,4,2,2,20.21727684,201,1450,17264,147
45,1,2,4,2,7,20.544312271,201,1450,17264,147
45,1,2,4,2,12,19.865519576,201,1450,17264,147
45,1,2,4,7,2,19.100158326,231,1450,15975,103
45,1,2,4,7,7,19.209382607,231,1450,15975,103
45,1,2,4,7,12,20.70395393,231,1450,15975,103
45,1,2,4,12,2,19.995903885,292,1450,12545,51
45,1,2,4,12,7,20.268498505,292,1450,12545,51
45,1,2,4,12,12,20.33310896,292,1450,12545,51
45,1,2,6,2,2,19.389060358,201,1450,17264,148
45,1,2,6,2,7,20.232889,201,1450,17264,147
45,1,2,6,2,12,20.630304023,201,1450,17264,147
45,1,2,6,7,2,19.325567241,231,1450,15975,103
45,1,2,6,7,7,20.086877999,231,1450,15975,103
45,1,2,6,7,12,20.465620015,231,1450,15975,103
45,1,2,6,12,2,19.494268946,292,1450,12545,51
45,1,2,6,12,7,20.262354864,292,1450,12545,51
45,1,2,6,12,12,20.556808662,292,1450,12545,51
45,1,2,6,2,2,20.291975402,201,1450,17264,147
45,1,2,6,2,7,19.935653779,201,1450,17264,149
45,1,2,6,2,12,20.232211168,201,1450,17264,148
45,1,2,6,7,2,20.142321686,231,1450,15975,103
45,1,2,6,7,7,19.909985874,231,1450,15975,103
45,1,2,6,7,12,19.616572853,231,1450,15975,103
45,1,2,6,12,2,20.199898775,292,1450,12545,51
45,1,2,6,12,7,20.17958311,292,1450,12545,52
45,1,2,6,12,12,20.484249521,292,1450,12545,51
45,1,2,6,2,2,20.262777317,201,1450,17264,147
45,1,2,6,2,7,18.768042592,201,1450,17264,147
45,1,2,6,2,12,20.274393471,201,1450,17264,147
45,1,2,6,7,2,19.983491244,231,1450,15975,103
45,1,2,6,7,7,20.260306991,231,1450,15975,103
45,1,2,6,7,12,20.668080097,231,1450,15975,103
45,1,2,6,12,2,20.650826132,292,1450,12545,51
45,1,2,6,12,7,18.902226412,292,1450,12545,51
45,1,2,6,12,12,20.089203097,292,1450,12545,51
45,1,4,0,2,2,20.28645826,188,1319,12414,82
45,1,4,0,2,7,18.878032913,188,1319,12414,82
45,1,4,0,2,12,19.802374356,188,1319,12414,82
45,1,4,0,7,2,20.513275762,188,1319,12414,82
45,1,4,0,7,7,19.020444711,188,1319,12414,82
45,1,4,0,7,12,19.630011123,188,1319,12414,82
45,1,4,0,12,2,19.959822712,209,1319,10949,59
45,1,4,0,12,7,19.46528829,209,1319,10949,59
45,1,4,0,12,12,20.12582109,209,1319,10949,59
45,1,4,0,2,2,19.349145416,188,1319,12414,83
45,1,4,0,2,7,18.857713518,188,1319,12414,82
45,1,4,0,2,12,19.322019819,188,1319,12414,82
45,1,4,0,7,2,20.052322396,188,1319,12414,82
45,1,4,0,7,7,19.724259333,188,1319,12414,82
45,1,4,0,7,12,20.041552781,188,1319,12414,82
45,1,4,0,12,2,20.788365077,209,1319,10949,59
45,1,4,0,12,7,19.226191669,209,1319,10949,59
45,1,4,0,12,12,20.128096618,209,1319,10949,59
45,1,4,0,2,2,19.574356321,188,1319,12414,82
45,1,4,0,2,7,19.307585969,188,1319,12414,82
45,1,4,0,2,12,19.793774977,188,1319,12414,82
45,1,4,0,7,2,20.021808563,188,1319,12414,81
45,1,4,0,7,7,18.748629571,188,1319,12414,82
45,1,4,0,7,12,20.044249399,188,1319,12414,82
45,1,4,0,12,2,19.730399256,209,1319,10949,59
45,1,4,0,12,7,20.91829169,209,1319,10949,59
45,1,4,0,12,12,19.876084597,209,1319,10949,59
45,1,4,2,2,2,18.966330397,188,1319,12414,82
45,1,4,2,2,7,18.51903528,188,1319,12414,82
45,1,4,2,2,12,20.537579554,188,1319,12414,82
45,1,4,2,7,2,20.398109268,188,1319,12414,82
45,1,4,2,7,7,19.677421396,188,1319,12414,82
45,1,4,2,7,12,19.725344452,188,1319,12414,82
45,1,4,2,12,2,19.489330626,209,1319,10949,59
45,1,4,2,12,7,19.688528974,209,1319,10949,59
45,1,4,2,12,12,20.514745519,209,1319,10949,59
45,1,4,2,2,2,19.979414206,188,1319,12414,82
45,1,4,2,2,7,19.701939317,188,1319,12414,82
45,1,4,2,2,12,19.833640826,188,1319,12414,82
45,1,4,2,7,2,19.789887742,188,1319,12414,82
45,1,4,2,7,7,19.885810406,188,1319,12414,82
45,1,4,2,7,12,20.557458555,188,1319,12414,82
45,1,4,2,12,2,20.653452006,209,1319,10949,59
45,1,4,2,12,7,20.112489152,209,1319,10949,59
45,1,4,2,12,12,20.403921664,209,1319,10949,59
45,1,4,2,2,2,20.196564701,188,1319,12414,82
45,1,4,2,2,7,18.861290219,188,1319,12414,83
45,1,4,2,2,12,21.420987806,188,1319,12414,82
45,1,4,2,7,2,20.815532744,188,1319,12414,82
45,1,4,2,7,7,20.244489352,188,1319,12414,82
45,1,4,2,7,12,20.159742415,188,1319,12414,82
45,1,4,2,12,2,20.37255856,209,1319,10949,59
45,1,4,2,12,7,18.777608716,209,1319,10949,59
45,1,4,2,12,12,20.720908484,209,1319,10949,59
45,1,4,4,2,2,20.67234085,188,1319,12414,81
45,1,4,4,2,7,20.455662837,188,1319,12414,82
45,1,4,4,2,12,20.016617157,188,1319,12414,82
45,1,4,4,7,2,20.489065933,188,1319,12414,82
45,1,4,4,7,7,19.972056821,188,1319,12414,82
45,1,4,4,7,12,20.777869292,188,1319,12414,82
45,1,4,4,12,2,20.621319957,209,1319,10949,63
45,1,4,4,12,7,20.833674461,209,1319,10949,59
45,1,4,4,12,12,20.140519041,209,1319,10949,59
45,1,4,4,2,2,20.28032642,188,1319,12414,82
45,1,4,4,2,7,20.004088101,188,1319,12414,82
45,1,4,4,2,12,21.299554524,188,1319,12414,82
45,1,4,4,7,2,20.591649593,188,1319,12414,82
45,1,4,4,7,7,20.486576411,188,1319,12414,82
45,1,4,4,7,12,21.018779315,188,1319,12414,82
45,1,4,4,12,2,20.494806567,209,1319,10949,59
45,1,4,4,12,7,20.605527962,209,1319,10949,59
45,1,4,4,12,12,21.004132669,209,1319,10949,59
45,1,4,4,2,2,20.888798318,188,1319,12414,82
45,1,4,4,2,7,21.04058315,188,1319,12414,82
45,1,4,4,2,12,19.199155782,188,1319,12414,82
45,1,4,4,7,2,20.967035477,188,1319,12414,82
45,1,4,4,7,7,20.592656653,188,1319,12414,82
45,1,4,4,7,12,20.700033479,188,1319,12414,82
45,1,4,4,12,2,21.221557407,209,1319,10949,59
45,1,4,4,12,7,21.436603398,209,1319,10949,59
45,1,4,4,12,12,19.889606772,209,1319,10949,59
45,1,4,6,2,2,19.961861194,188,1319,12414,82
45,1,4,6,2,7,20.208565367,188,1319,12414,82
45,1,4,6,2,12,20.099246674,188,1319,12414,82
45,1,4,6,7,2,20.195420249,188,1319,12414,82
45,1,4,6,7,7,20.527564413,188,1319,12414,82
45,1,4,6,7,12,20.338200445,188,1319,12414,82
45,1,4,6,12,2,20.296176029,209,1319,10949,59
45,1,4,6,12,7,20.3860669,209,1319,10949,59
45,1,4,6,12,12,20.406420096,209,1319,10949,59
45,1,4,6,2,2,20.080757652,188,1319,12414,82
45,1,4,6,2,7,20.204614986,188,1319,12414,82
45,1,4,6,2,12,20.6918621,188,1319,12414,82
45,1,4,6,7,2,19.660184918,188,1319,12414,82
45,1,4,6,7,7,19.945900732,188,1319,12414,82
45,1,4,6,7,12,20.186326281,188,1319,12414,82
45,1,4,6,12,2,20.389115985,209,1319,10949,59
45,1,4,6,12,7,20.086200045,209,1319,10949,59
45,1,4,6,12,12,20.79379215,209,1319,10949,59
45,1,4,6,2,2,19.596224141,188,1319,12414,82
45,1,4,6,2,7,19.819603342,188,1319,12414,82
45,1,4,6,2,12,20.029156881,188,1319,12414,82
45,1,4,6,7,2,19.885597242,188,1319,12414,82
45,1,4,6,7,7,20.255663457,188,1319,12414,82
45,1,4,6,7,12,19.829085343,188,1319,12414,82
45,1,4,6,12,2,20.430152694,209,1319,10949,59
45,1,4,6,12,7,19.946453055,209,1319,10949,63
45,1,4,6,12,12,20.184666182,209,1319,10949,59
45,1,6,0,2,2,19.841395375,181,1312,10163,63
45,1,6,0,2,7,19.347317268,181,1312,10163,63
45,1,6,0,2,12,19.638672887,181,1312,10163,64
45,1,6,0,7,2,19.960651264,181,1312,10163,63
45,1,6,0,7,7,19.655329094,181,1312,10163,63
45,1,6,0,7,12,19.563313944,181,1312,10163,63
45,1,6,0,12,2,20.70595306,192,1312,9901,56
45,1,6,0,12,7,19.324067359,192,1312,9901,56
45,1,6,0,12,12,19.197155839,192,1312,9901,56
45,1,6,0,2,2,19.122903251,181,1312,10163,64
45,1,6,0,2,7,19.007437855,181,1312,10163,63
45,1,6,0,2,12,19.471555826,181,1312,10163,64
45,1,6,0,7,2,20.418315036,181,1312,10163,63
45,1,6,0,7,7,20.444480987,181,1312,10163,63
45,1,6,0,7,12,20.04053682,181,1312,10163,63
45,1,6,0,12,2,18.971220148,192,1312,9901,56
45,1,6,0,12,7,19.158479799,192,1312,9901,56
45,1,6,0,12,12,19.866442327,192,1312,9901,56
45,1,6,0,2,2,19.723512166,181,1312,10163,64
45,1,6,0,2,7,19.473662245,181,1312,10163,64
45,1,6,0,2,12,19.803054163,181,1312,10163,63
45,1,6,0,7,2,20.044012703,181,1312,10163,64
45,1,6,0,7,7,19.904289254,181,1312,10163,63
45,1,6,0,7,12,19.755783586,181,1312,10163,63
45,1,6,0,12,2,19.581923498,192,1312,9901,56
45,1,6,0,12,7,19.604770401,192,1312,9901,56
45,1,6,0,12,12,19.541655683,192,1312,9901,56
45,1,6,2,2,2,19.822757105,181,1312,10163,63
45,1,6,2,2,7,19.945472444,181,1312,10163,63
45,1,6,2,2,12,19.582475278,181,1312,10163,64
45,1,6,2,7,2,19.396469587,181,1312,10163,63
45,1,6,2,7,7,20.745264531,181,1312,10163,63
45,1,6,2,7,12,19.772114883,181,1312,10163,63
45,1,6,2,12,2,20.409873445,192,1312,9901,56
45,1,6,2,12,7,19.777136961,192,1312,9901,56
45,1,6,2,12,12,19.361223743,192,1312,9901,56
45,1,6,2,2,2,19.125628518,181,1312,10163,63
45,1,6,2,2,7,20.344871128,181,1312,10163,64
45,1,6,2,2,12,19.978393777,181,1312,10163,63
45,1,6,2,7,2,20.010773032,181,1312,10163,63
45,1,6,2,7,7,19.435737591,181,1312,10163,63
45,1,6,2,7,12,19.660191085,181,1312,10163,64
45,1,6,2,12,2,19.02150279,192,1312,9901,56
45,1,6,2,12,7,18.9407939,192,1312,9901,56
45,1,6,2,12,12,19.902397218,192,1312,9901,57
45,1,6,2,2,2,20.028527587,181,1312,10163,63
45,1,6,2,2,7,19.693636538,181,1312,10163,63
45,1,6,2,2,12,19.101454958,181,1312,10163,63
45,1,6,2,7,2,18.852659947,181,1312,10163,64
45,1,6,2,7,7,20.074017439,181,1312,10163,63
45,1,6,2,7,12,20.07035929,181,1312,10163,63
45,1,6,2,12,2,20.122377912,192,1312,9901,56
45,1,6,2,12,7,19.803311782,192,1312,9901,56
45,1,6,2,12,12,19.728634073,192,1312,9901,56
45,1,6,4,2,2,19.60198621,181,1312,10163,64
45,1,6,4,2,7,19.229403549,181,1312,10163,63
45,1,6,4,2,12,20.656266188,181,1312,10163,63
45,1,6,4,7,2,19.718737858,181,1312,10163,63
45,1,6,4,7,7,20.115168276,181,1312,10163,63
45,1,6,4,7,12,19.449965733,181,1312,10163,63
45,1,6,4,12,2,20.404867729,192,1312,9901,56
45,1,6,4,12,7,19.812815432,192,1312,9901,56
45,1,6,4,12,12,19.07999803,192,1312,9901,56
45,1,6,4,2,2,19.634287499,181,1312,10163,63
45,1,6,4,2,7,19.860129604,181,1312,10163,63
45,1,6,4,2,12,19.509529601,181,1312,10163,63
45,1,6,4,7,2,19.221299152,181,1312,10163,64
45,1,6,4,7,7,19.627711298,181,1312,10163,63
45,1,6,4,7,12,19.566937464,181,1312,10163,63
45,1,6,4,12,2,19.59002124,192,1312,9901,56
45,1,6,4,12,7,19.491863571,192,1312,9901,56
45,1,6,4,12,12,19.298760129,192,1312,9901,57
45,1,6,4,2,2,19.917648068,181,1312,10163,63
45,1,6,4,2,7,20.204397644,181,1312,10163,64
45,1,6,4,2,12,19.721128857,181,1312,10163,63
45,1,6,4,7,2,19.452201291,181,1312,10163,63
45,1,6,4,7,7,19.52763044,181,1312,10163,63
45,1,6,4,7,12,19.613984309,181,1312,10163,63
45,1,6,4,12,2,19.709486536,192,1312,9901,56
45,1,6,4,12,7,20.475042742,192,1312,9901,56
45,1,6,4,12,12,19.694341978,192,1312,9901,56
45,1,6,6,2,2,19.164420392,181,1312,10163,64
45,1,6,6,2,7,19.149530781,181,1312,10163,63
45,1,6,6,2,12,19.220252487,181,1312,10163,64
45,1,6,6,7,2,20.558691655,181,1312,10163,63
45,1,6,6,7,7,20.493603627,181,1312,10163,64
45,1,6,6,7,12,20.623763985,181,1312,10163,64
45,1,6,6,12,2,19.896911744,192,1312,9901,56
45,1,6,6,12,7,19.19419826,192,1312,9901,56
45,1,6,6,12,12,19.219052453,192,1312,9901,57
45,1,6,6,2,2,19.794281001,181,1312,10163,63
45,1,6,6,2,7,20.633813707,181,1312,10163,63
45,1,6,6,2,12,20.858241198,181,1312,10163,63
45,1,6,6,7,2,20.395327101,181,1312,10163,64
45,1,6,6,7,7,20.788063342,181,1312,10163,63
45,1,6,6,7,12,19.423863267,181,1312,10163,63
45,1,6,6,12,2,20.224925353,192,1312,9901,56
45,1,6,6,12,7,20.056884679,192,1312,9901,56
45,1,6,6,12,12,21.534764515,192,1312,9901,56
45,1,6,6,2,2,20.618741183,181,1312,10163,65
45,1,6,6,2,7,20.487151227,181,1312,10163,63
45,1,6,6,2,12,19.176135622,181,1312,10163,64
45,1,6,6,7,2,20.127465369,181,1312,10163,63
45,1,6,6,7,7,20.061688889,181,1312,10163,64
45,1,6,6,7,12,20.788617629,181,1312,10163,63
45,1,6,6,12,2,19.948032907,192,1312,9901,56
45,1,6,6,12,7,19.925760839,192,1312,9901,56
45,1,6,6,12,12,19.393584154,192,1312,9901,56
45,2,0,0,2,2,23.109888029,210,1663,23895,380
45,2,0,0,2,7,24.591428149,210,1663,23895,380
45,2,0,0,2,12,25.374192417,210,1663,23895,381
45,2,0,0,7,2,25.658750644,345,1569,16309,86
45,2,0,0,7,7,24.355580535,345,1569,16309,86
45,2,0,0,7,12,22.93595577,345,1569,16309,87
45,2,0,0,12,2,23.044692007,298,1281,11676,46
45,2,0,0,12,7,23.547377675,298,1281,11676,45
45,2,0,0,12,12,23.839573517,298,1281,11676,45
45,2,0,0,2,2,25.59323073,210,1663,23895,380
45,2,0,0,2,7,25.769796412,210,1663,23895,380
45,2,0,0,2,12,24.572718761,210,1663,23895,381
45,2,0,0,7,2,23.841163723,345,1569,16309,86
45,2,0,0,7,7,22.988828687,345,1569,16309,86
45,2,0,0,7,12,24.079290613,345,1569,16309,86
45,2,0,0,12,2,25.349185958,298,1281,11676,45
45,2,0,0,12,7,25.131491836,298,1281,11676,45
45,2,0,0,12,12,24.097248925,298,1281,11676,45
45,2,0,0,2,2,22.891717095,210,1663,23895,382
45,2,0,0,2,7,23.332680969,210,1663,23895,381
45,2,0,0,2,12,24.594022331,210,1663,23895,380
45,2,0,0,7,2,24.292325214,345,1569,16309,86
45,2,0,0,7,7,24.486830789,345,1569,16309,88
45,2,0,0,7,12,23.987762731,345,1569,16309,86
45,2,0,0,12,2,23.115782318,298,1281,11676,46
45,2,0,0,12,7,22.226476455,298,1281,11676,45
45,2,0,0,12,12,24.554303399,298,1281,11676,45
45,2,0,2,2,2,24.693883787,210,1663,23895,382
45,2,0,2,2,7,24.433426808,210,1663,23895,381
45,2,0,2,2,12,24.08612362,210,1663,23895,381
45,2,0,2,7,2,23.025977798,345,1569,16309,86
45,2,0,2,7,7,23.575394282,345,1569,16309,87
45,2,0,2,7,12,22.93047522,345,1569,16309,86
45,2,0,2,12,2,25.328945075,298,1281,11676,45
45,2,0,2,12,7,24.685477084,298,1281,11676,45
45,2,0,2,12,12,24.5384402,298,1281,11676,45
45,2,0,2,2,2,23.079537523,210,1663,23895,379
45,2,0,2,2,7,22.752869726,210,1663,23895,380
45,2,0,2,2,12,23.875302363,210,1663,23895,381
45,2,0,2,7,2,22.418737474,345,1569,16309,86
45,2,0,2,7,7,24.508252827,345,1569,16309,86
45,2,0,2,7,12,25.142144214,345,1569,16309,88
45,2,0,2,12,2,22.677929194,298,1281,11676,45
45,2,0,2,12,7,23.932098014,298,1281,11676,45
45,2,0,2,12,12,22.168828068,298,1281,11676,46
45,2,0,2,2,2,23.553138183,210,1663,23895,379
45,2,0,2,2,7,24.532539858,210,1663,23895,380
45,2,0,2,2,12,23.875755249,210,1663,23895,380
45,2,0,2,7,2,24.90782008,345,1569,16309,85
45,2,0,2,7,7,23.169912486,345,1569,16309,83
45,2,0,2,7,12,22.997784576,345,1569,16309,86
45,2,0,2,12,2,23.899995296,298,1281,11676,45
45,2,0,2,12,7,23.962282087,298,1281,11676,44
45,2,0,2,12,12,25.034404744,298,1281,11676,45
45,2,0,4,2,2,23.561658916,210,1663,23895,380
45,2,0,4,2,7,23.140039587,210,1663,23895,380
45,2,0,4,2,12,23.644811342,210,1663,23895,380
