"K","M","d","D","e","t","time","n50","largest","brm_paired","rba_result"
37,0,0,6,2,7,31.950853443,190,1631,28268,673
37,0,0,6,2,12,29.658179113,190,1631,28268,674
37,0,0,6,7,2,27.423087529,255,1559,17989,109
37,0,0,6,7,7,30.050957044,255,1559,17989,109
37,0,0,6,7,12,31.501031796,255,1559,17989,109
37,0,0,6,12,2,31.254636367,217,1306,13389,68
37,0,0,6,12,7,31.381642069,217,1306,13389,68
37,0,0,6,12,12,30.48620132,217,1306,13389,68
37,0,0,6,2,2,28.355563775,190,1631,28268,671
37,0,0,6,2,7,29.257981882,190,1631,28268,673
37,0,0,6,2,12,33.17487951,190,1631,28268,674
37,0,0,6,7,2,33.134914132,255,1559,17989,109
37,0,0,6,7,7,32.312670824,255,1559,17989,113
37,0,0,6,7,12,32.298790622,255,1559,17989,109
37,0,0,6,12,2,27.688833303,217,1306,13389,68
37,0,0,6,12,7,32.643013199,217,1306,13389,68
37,0,0,6,12,12,31.981679149,217,1306,13389,68
37,0,2,0,2,2,25.216015686,166,1671,21438,285
37,0,2,0,2,7,25.687205302,166,1671,21438,285
37,0,2,0,2,12,25.896587941,166,1671,21438,285
37,0,2,0,7,2,22.503672831,239,1671,19310,157
37,0,2,0,7,7,26.039707315,239,1671,19310,157
37,0,2,0,7,12,27.588047686,239,1671,19310,157
37,0,2,0,12,2,27.442563254,447,1671,16050,75
37,0,2,0,12,7,27.374390215,447,1671,16050,75
37,0,2,0,12,12,25.436130197,447,1671,16050,75
37,0,2,0,2,2,24.345759351,166,1671,21438,285
37,0,2,0,2,7,25.826853231,166,1671,21438,285
37,0,2,0,2,12,27.866573235,166,1671,21438,285
37,0,2,0,7,2,27.613869117,239,1671,19310,158
37,0,2,0,7,7,28.127760515,239,1671,19310,157
37,0,2,0,7,12,26.199603159,239,1671,19310,157
37,0,2,0,12,2,25.861484924,447,1671,16050,75
37,0,2,0,12,7,25.255847354,447,1671,16050,75
37,0,2,0,12,12,27.099129069,447,1671,16050,75
37,0,2,0,2,2,28.456664485,166,1671,21438,285
37,0,2,0,2,7,28.111507703,166,1671,21438,285
37,0,2,0,2,12,27.247010314,166,1671,21438,285
37,0,2,0,7,2,26.961159121,239,1671,19310,157
37,0,2,0,7,7,23.618352345,239,1671,19310,157
