assembly_id,numSeqs,n50,smallest,largest,totLen,K,M,d,D,L,e,t,time,gz_size,ut_weight,ut_optimum,ut_max,ut_result,ut_time,brm_weight,brm_optimum,brm_max,brm_time,brm_total,brm_good,brm_bad,brm_paired,brm_unpaired,brm_proper_pair,brm_improper_pair,brm_proper_orientation,brm_improper_orientation,brm_both_mapped,brm_same_contig,brm_realistic,brm_unrealistic,brm_result,rba_weight,rba_optimum,rba_max,rba_time,rba_result,rba_query_hits,rba_target_hits,rba_mean_q_bitscore,rba_mean_t_bitscore
4400,103,256,111,1556,26592,37,2,0,4,200,12,7,28.679235163,8977,1.0,0,103.0,46,2.504736001,1.0,26000,26000.0,18.210811572,69,66,279,143.258,174.925,1.0,0.0,1.0,0.183645867,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4401,103,256,111,1556,26592,37,2,0,4,200,12,12,29.549803514,8977,1.0,0,103.0,46,2.519041586,1.0,26000,26000.0,18.499886667,69,66,279,143.258,175.678,1.0,0.0,1.0,0.278957074,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4402,1122,191,111,1658,222466,37,2,0,6,200,2,2,32.304855099,73401,1.0,0,1122.0,817,4.464768427,1.0,26000,26000.0,23.165558426,682,667,2138,106.188,139.613,1.0,0.0,1.0,9.172713236,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4403,1122,191,111,1658,222466,37,2,0,6,200,2,7,32.821203005,73401,1.0,0,1122.0,817,10.820057535,1.0,26000,26000.0,32.139233319,682,667,2138,107.12,137.061,1.0,0.0,1.0,0.355968618,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4404,1122,191,111,1658,222466,37,2,0,6,200,2,12,32.496633428,73401,1.0,0,1122.0,817,4.14956512,1.0,26000,26000.0,22.884394899,682,667,2138,106.188,140.526,1.0,0.0,1.0,0.385232884,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4405,176,393,111,1556,49442,37,2,0,6,200,7,2,31.356537373,16440,1.0,0,176.0,103,3.519376216,1.0,26000,26000.0,19.405453411,113,109,438,155.209,192.958,1.0,0.0,1.0,0.202364964,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4406,176,393,111,1556,49442,37,2,0,6,200,7,7,29.153230833,16440,1.0,0,176.0,103,3.525264908,1.0,26000,26000.0,19.825810241,112,109,437,152.344,192.682,1.0,0.0,1.0,0.20090681,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4407,176,393,111,1556,49442,37,2,0,6,200,7,12,30.389761849,16440,1.0,0,176.0,103,3.410839315,1.0,26000,26000.0,20.255264705,117,109,437,151.508,190.199,1.0,0.0,1.0,0.242492905,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4408,103,256,111,1556,26592,37,2,0,6,200,12,2,30.518165703,8977,1.0,0,103.0,46,2.557514983,1.0,26000,26000.0,18.674724948,68,66,279,143.037,172.649,1.0,0.0,1.0,0.180816856,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4409,103,256,111,1556,26592,37,2,0,6,200,12,7,34.123899808,8977,1.0,0,103.0,46,2.717528859,1.0,26000,26000.0,18.455750616,69,66,279,143.258,175.678,1.0,0.0,1.0,0.179797369,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4410,103,256,111,1556,26592,37,2,0,6,200,12,12,32.583898218,8977,1.0,0,103.0,46,2.534744161,1.0,26000,26000.0,18.368880599,69,66,279,143.258,175.678,1.0,0.0,1.0,0.179362613,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
