@max_hood_size,@starting_sd_divisor,@sd_increment_proportion,@backtrack_cutoff,mopt_iter
40,5,0.15,2.5,286
40,5,0.15,2.5,311
40,5,0.15,2,197
40,5,0.15,2,322
40,5,0.15,2,264
40,5,0.15,2,138
40,5,0.15,2,110
40,5,0.15,2,239
40,5,0.15,2,207
40,5,0.15,2,218
40,5,0.15,2,453
40,5,0.15,2,258
40,5,0.15,1.5,298
40,5,0.15,1.5,101
40,5,0.15,1.5,79
40,5,0.15,1.5,94
40,5,0.15,1.5,501
40,5,0.15,1.5,221
40,5,0.15,1.5,345
40,5,0.15,1.5,275
40,5,0.15,1.5,186
40,5,0.15,1.5,327
40,5,0.1,3,148
40,5,0.1,3,234
40,5,0.1,3,508
40,5,0.1,3,326
40,5,0.1,3,93
40,5,0.1,3,257
40,5,0.1,3,222
40,5,0.1,3,444
40,5,0.1,3,117
40,5,0.1,3,102
40,5,0.1,2.5,297
40,5,0.1,2.5,406
40,5,0.1,2.5,281
40,5,0.1,2.5,369
40,5,0.1,2.5,213
40,5,0.1,2.5,284
40,5,0.1,2.5,264
40,5,0.1,2.5,18
40,5,0.1,2.5,190
40,5,0.1,2.5,312
40,5,0.1,2,224
40,5,0.1,2,198
40,5,0.1,2,221
40,5,0.1,2,136
40,5,0.1,2,333
40,5,0.1,2,299
40,5,0.1,2,261
40,5,0.1,2,367
40,5,0.1,2,332
40,5,0.1,2,376
40,5,0.1,1.5,232
40,5,0.1,1.5,536
40,5,0.1,1.5,181
40,5,0.1,1.5,512
40,5,0.1,1.5,404
40,5,0.1,1.5,254
40,5,0.1,1.5,287
40,5,0.1,1.5,318
40,5,0.1,1.5,341
40,5,0.1,1.5,384
40,5,0.05,3,236
40,5,0.05,3,346
40,5,0.05,3,420
40,5,0.05,3,243
40,5,0.05,3,407
40,5,0.05,3,208
40,5,0.05,3,324
40,5,0.05,3,152
40,5,0.05,3,318
40,5,0.05,3,95
40,5,0.05,2.5,215
40,5,0.05,2.5,401
40,5,0.05,2.5,220
40,5,0.05,2.5,583
40,5,0.05,2.5,156
40,5,0.05,2.5,157
40,5,0.05,2.5,533
40,5,0.05,2.5,361
40,5,0.05,2.5,439
40,5,0.05,2.5,338
40,5,0.05,2,276
40,5,0.05,2,53
40,5,0.05,2,251
40,5,0.05,2,225
40,5,0.05,2,100
40,5,0.05,2,345
40,5,0.05,2,195
40,5,0.05,2,196
40,5,0.05,2,276
40,5,0.05,2,223
40,5,0.05,1.5,239
40,5,0.05,1.5,283
40,5,0.05,1.5,249
40,5,0.05,1.5,170
40,5,0.05,1.5,156
40,5,0.05,1.5,325
40,5,0.05,1.5,328
40,5,0.05,1.5,281
40,5,0.05,1.5,283
40,5,0.05,1.5,387
40,5,0.01,3,120
40,5,0.01,3,114
40,5,0.01,3,447
40,5,0.01,3,76
40,5,0.01,3,187
40,5,0.01,3,133
40,5,0.01,3,289
40,5,0.01,3,64
40,5,0.01,3,345
40,5,0.01,3,252
40,5,0.01,2.5,288
40,5,0.01,2.5,311
40,5,0.01,2.5,393
40,5,0.01,2.5,273
40,5,0.01,2.5,281
40,5,0.01,2.5,183
40,5,0.01,2.5,215
40,5,0.01,2.5,132
40,5,0.01,2.5,94
40,5,0.01,2.5,471
40,5,0.01,2,1
40,5,0.01,2,287
40,5,0.01,2,224
40,5,0.01,2,254
40,5,0.01,2,231
40,5,0.01,2,212
40,5,0.01,2,208
40,5,0.01,2,418
40,5,0.01,2,460
40,5,0.01,2,334
40,5,0.01,1.5,136
40,5,0.01,1.5,236
40,5,0.01,1.5,262
40,5,0.01,1.5,305
40,5,0.01,1.5,292
40,5,0.01,1.5,192
40,5,0.01,1.5,84
40,5,0.01,1.5,409
40,5,0.01,1.5,275
40,5,0.01,1.5,305
40,2,0.2,3,99
40,2,0.2,3,247
40,2,0.2,3,235
40,2,0.2,3,255
40,2,0.2,3,518
40,2,0.2,3,350
40,2,0.2,3,139
40,2,0.2,3,672
40,2,0.2,3,139
40,2,0.2,3,271
40,2,0.2,2.5,224
40,2,0.2,2.5,265
40,2,0.2,2.5,886
40,2,0.2,2.5,856
40,2,0.2,2.5,641
40,2,0.2,2.5,323
40,2,0.2,2.5,655
40,2,0.2,2.5,54
40,2,0.2,2.5,115
40,2,0.2,2.5,516
40,2,0.2,2,874
40,2,0.2,2,103
40,2,0.2,2,653
40,2,0.2,2,235
40,2,0.2,2,598
40,2,0.2,2,196
40,2,0.2,2,136
40,2,0.2,2,244
40,2,0.2,2,307
40,2,0.2,1.5,275
40,2,0.2,1.5,665
40,2,0.2,1.5,296
40,2,0.2,1.5,354
40,2,0.2,1.5,977
40,2,0.2,1.5,258
40,2,0.2,1.5,171
40,2,0.2,1.5,310
40,2,0.2,1.5,873
40,2,0.15,3,101
40,2,0.15,3,90
40,2,0.15,3,694
40,2,0.15,3,63
40,2,0.15,3,133
40,2,0.15,3,197
40,2,0.15,3,550
40,2,0.15,3,76
40,2,0.15,3,291
40,2,0.15,2.5,217
40,2,0.15,2.5,101
40,2,0.15,2.5,760
40,2,0.15,2.5,475
40,2,0.15,2.5,88
40,2,0.15,2.5,166
40,2,0.15,2.5,58
40,2,0.15,2.5,302
40,2,0.15,2.5,879
40,2,0.15,2,167
40,2,0.15,2,580
40,2,0.15,2,9
40,2,0.15,2,81
40,2,0.15,2,138
40,2,0.15,2,816
40,2,0.15,2,272
40,2,0.15,2,614
40,2,0.15,2,75
40,2,0.15,2,925
40,2,0.15,1.5,181
40,2,0.15,1.5,58
40,2,0.15,1.5,422
40,2,0.15,1.5,155
40,2,0.15,1.5,665
40,2,0.15,1.5,183
40,2,0.15,1.5,319
40,2,0.15,1.5,157
40,2,0.15,1.5,112
40,2,0.15,1.5,346
40,2,0.1,3,204
40,2,0.1,3,283
40,2,0.1,3,575
40,2,0.1,3,318
40,2,0.1,3,233
40,2,0.1,3,56
40,2,0.1,3,240
40,2,0.1,3,340
40,2,0.1,3,276
40,2,0.1,2.5,106
40,2,0.1,2.5,370
40,2,0.1,2.5,435
40,2,0.1,2.5,118
40,2,0.1,2.5,218
40,2,0.1,2.5,95
40,2,0.1,2.5,429
40,2,0.1,2.5,282
40,2,0.1,2.5,350
40,2,0.1,2,92
40,2,0.1,2,651
40,2,0.1,2,802
40,2,0.1,2,308
40,2,0.1,2,176
40,2,0.1,2,828
40,2,0.1,2,523
40,2,0.1,2,309
40,2,0.1,2,198
40,2,0.1,2,313
40,2,0.1,1.5,656
40,2,0.1,1.5,72
40,2,0.1,1.5,147
40,2,0.1,1.5,175
40,2,0.1,1.5,90
40,2,0.1,1.5,155
40,2,0.1,1.5,172
40,2,0.1,1.5,99
40,2,0.1,1.5,436
40,2,0.1,1.5,614
40,2,0.05,3,172
40,2,0.05,3,484
40,2,0.05,3,321
40,2,0.05,3,288
40,2,0.05,3,84
40,2,0.05,3,65
40,2,0.05,3,183
40,2,0.05,3,715
40,2,0.05,3,1
40,2,0.05,3,277
40,2,0.05,2.5,709
40,2,0.05,2.5,425
40,2,0.05,2.5,272
40,2,0.05,2.5,339
40,2,0.05,2.5,343
40,2,0.05,2.5,339
40,2,0.05,2.5,362
40,2,0.05,2.5,98
40,2,0.05,2.5,186
40,2,0.05,2.5,752
40,2,0.05,2,230
40,2,0.05,2,177
40,2,0.05,2,281
40,2,0.05,2,318
40,2,0.05,2,7
40,2,0.05,2,342
40,2,0.05,2,271
40,2,0.05,2,245
40,2,0.05,2,503
40,2,0.05,1.5,289
40,2,0.05,1.5,292
40,2,0.05,1.5,108
40,2,0.05,1.5,783
40,2,0.05,1.5,238
40,2,0.05,1.5,205
40,2,0.05,1.5,122
40,2,0.05,1.5,111
40,2,0.05,1.5,141
40,2,0.05,1.5,336
40,2,0.01,3,475
40,2,0.01,3,125
40,2,0.01,3,792
40,2,0.01,3,198
40,2,0.01,3,351
40,2,0.01,3,137
40,2,0.01,3,450
40,2,0.01,3,207
40,2,0.01,3,149
40,2,0.01,3,297
40,2,0.01,2.5,527
40,2,0.01,2.5,548
40,2,0.01,2.5,129
40,2,0.01,2.5,97
40,2,0.01,2.5,130
40,2,0.01,2.5,258
40,2,0.01,2.5,459
40,2,0.01,2.5,274
40,2,0.01,2.5,414
40,2,0.01,2.5,192
40,2,0.01,2,359
40,2,0.01,2,198
40,2,0.01,2,736
40,2,0.01,2,318
40,2,0.01,2,240
40,2,0.01,2,261
40,2,0.01,2,665
40,2,0.01,2,270
40,2,0.01,2,549
40,2,0.01,2,257
40,2,0.01,1.5,71
40,2,0.01,1.5,638
40,2,0.01,1.5,999
40,2,0.01,1.5,121
40,2,0.01,1.5,349
40,2,0.01,1.5,247
40,2,0.01,1.5,725
40,2,0.01,1.5,377
40,2,0.01,1.5,173
30,40,0.2,3,147
30,40,0.2,3,625
30,40,0.2,3,251
30,40,0.2,3,444
30,40,0.2,3,452
30,40,0.2,3,207
30,40,0.2,3,303
30,40,0.2,3,328
30,40,0.2,3,279
30,40,0.2,3,354
30,40,0.2,2.5,453
30,40,0.2,2.5,359
30,40,0.2,2.5,264
30,40,0.2,2.5,373
30,40,0.2,2.5,223
30,40,0.2,2.5,507
30,40,0.2,2.5,281
30,40,0.2,2.5,285
30,40,0.2,2.5,85
30,40,0.2,2.5,221
30,40,0.2,2,264
30,40,0.2,2,314
30,40,0.2,2,444
30,40,0.2,2,205
30,40,0.2,2,265
30,40,0.2,2,313
30,40,0.2,2,396
30,40,0.2,2,207
30,40,0.2,2,105
30,40,0.2,2,439
30,40,0.2,1.5,297
30,40,0.2,1.5,362
30,40,0.2,1.5,365
30,40,0.2,1.5,564
30,40,0.2,1.5,423
30,40,0.2,1.5,333
30,40,0.2,1.5,338
30,40,0.2,1.5,347
30,40,0.2,1.5,281
30,40,0.2,1.5,274
30,40,0.15,3,91
30,40,0.15,3,194
30,40,0.15,3,424
30,40,0.15,3,388
30,40,0.15,3,269
30,40,0.15,3,238
30,40,0.15,3,317
30,40,0.15,3,504
30,40,0.15,3,316
30,40,0.15,3,326
30,40,0.15,2.5,173
30,40,0.15,2.5,324
30,40,0.15,2.5,372
30,40,0.15,2.5,188
30,40,0.15,2.5,654
30,40,0.15,2.5,127
30,40,0.15,2.5,369
30,40,0.15,2.5,772
30,40,0.15,2.5,388
30,40,0.15,2.5,52
30,40,0.15,2,366
30,40,0.15,2,254
30,40,0.15,2,262
30,40,0.15,2,502
30,40,0.15,2,423
30,40,0.15,2,209
30,40,0.15,2,293
30,40,0.15,2,209
30,40,0.15,2,391
30,40,0.15,2,206
30,40,0.15,1.5,88
30,40,0.15,1.5,680
30,40,0.15,1.5,669
30,40,0.15,1.5,3
30,40,0.15,1.5,333
30,40,0.15,1.5,245
30,40,0.15,1.5,736
30,40,0.15,1.5,324
30,40,0.15,1.5,502
30,40,0.15,1.5,300
30,40,0.1,3,334
30,40,0.1,3,430
30,40,0.1,3,451
30,40,0.1,3,695
30,40,0.1,3,295
30,40,0.1,3,494
30,40,0.1,3,52
30,40,0.1,3,536
30,40,0.1,3,54
30,40,0.1,3,189
30,40,0.1,2.5,269
30,40,0.1,2.5,397
30,40,0.1,2.5,210
30,40,0.1,2.5,290
30,40,0.1,2.5,403
30,40,0.1,2.5,387
30,40,0.1,2.5,349
30,40,0.1,2.5,490
30,40,0.1,2.5,104
30,40,0.1,2.5,625
30,40,0.1,2,390
30,40,0.1,2,183
30,40,0.1,2,353
30,40,0.1,2,57
30,40,0.1,2,250
30,40,0.1,2,504
30,40,0.1,2,371
30,40,0.1,2,329
30,40,0.1,2,263
30,40,0.1,2,361
30,40,0.1,1.5,566
30,40,0.1,1.5,369
30,40,0.1,1.5,483
30,40,0.1,1.5,670
30,40,0.1,1.5,314
30,40,0.1,1.5,199
30,40,0.1,1.5,352
30,40,0.1,1.5,196
30,40,0.1,1.5,158
30,40,0.1,1.5,350
30,40,0.05,3,375
30,40,0.05,3,529
30,40,0.05,3,483
30,40,0.05,3,446
30,40,0.05,3,311
30,40,0.05,3,536
30,40,0.05,3,555
30,40,0.05,3,337
30,40,0.05,3,357
30,40,0.05,3,315
30,40,0.05,2.5,445
30,40,0.05,2.5,385
30,40,0.05,2.5,7
30,40,0.05,2.5,427
30,40,0.05,2.5,448
30,40,0.05,2.5,503
30,40,0.05,2.5,472
30,40,0.05,2.5,426
30,40,0.05,2.5,330
30,40,0.05,2.5,508
30,40,0.05,2,555
30,40,0.05,2,216
30,40,0.05,2,267
30,40,0.05,2,418
30,40,0.05,2,589
30,40,0.05,2,650
30,40,0.05,2,397
30,40,0.05,2,234
30,40,0.05,2,343
30,40,0.05,2,174
30,40,0.05,1.5,312
30,40,0.05,1.5,121
30,40,0.05,1.5,365
30,40,0.05,1.5,449
30,40,0.05,1.5,14
30,40,0.05,1.5,210
30,40,0.05,1.5,208
30,40,0.05,1.5,311
30,40,0.05,1.5,322
30,40,0.05,1.5,55
30,40,0.01,3,308
30,40,0.01,3,474
30,40,0.01,3,343
30,40,0.01,3,530
30,40,0.01,3,687
30,40,0.01,3,420
30,40,0.01,3,172
30,40,0.01,3,586
30,40,0.01,3,12
30,40,0.01,3,392
30,40,0.01,2.5,357
30,40,0.01,2.5,690
30,40,0.01,2.5,350
30,40,0.01,2.5,142
30,40,0.01,2.5,470
30,40,0.01,2.5,284
30,40,0.01,2.5,538
30,40,0.01,2.5,649
30,40,0.01,2.5,58
30,40,0.01,2.5,827
30,40,0.01,2,533
30,40,0.01,2,584
30,40,0.01,2,759
30,40,0.01,2,412
30,40,0.01,2,458
30,40,0.01,2,494
30,40,0.01,2,364
30,40,0.01,2,416
30,40,0.01,2,234
30,40,0.01,2,369
30,40,0.01,1.5,595
30,40,0.01,1.5,428
30,40,0.01,1.5,430
30,40,0.01,1.5,392
30,40,0.01,1.5,603
30,40,0.01,1.5,664
30,40,0.01,1.5,595
30,40,0.01,1.5,364
30,40,0.01,1.5,616
30,40,0.01,1.5,608
30,30,0.2,3,237
30,30,0.2,3,237
30,30,0.2,3,496
30,30,0.2,3,149
30,30,0.2,3,430
30,30,0.2,3,431
30,30,0.2,3,263
30,30,0.2,3,426
30,30,0.2,3,277
30,30,0.2,3,85
30,30,0.2,2.5,294
30,30,0.2,2.5,83
30,30,0.2,2.5,214
30,30,0.2,2.5,605
30,30,0.2,2.5,478
30,30,0.2,2.5,342
30,30,0.2,2.5,2
30,30,0.2,2.5,296
30,30,0.2,2.5,149
30,30,0.2,2.5,603
30,30,0.2,2,176
30,30,0.2,2,238
30,30,0.2,2,361
30,30,0.2,2,566
30,30,0.2,2,222
30,30,0.2,2,327
30,30,0.2,2,523
30,30,0.2,2,695
30,30,0.2,2,54
30,30,0.2,2,252
30,30,0.2,1.5,248
30,30,0.2,1.5,425
30,30,0.2,1.5,310
30,30,0.2,1.5,255
30,30,0.2,1.5,306
30,30,0.2,1.5,242
30,30,0.2,1.5,369
30,30,0.2,1.5,676
30,30,0.2,1.5,685
30,30,0.2,1.5,405
30,30,0.15,3,176
30,30,0.15,3,320
30,30,0.15,3,236
30,30,0.15,3,143
30,30,0.15,3,330
30,30,0.15,3,360
30,30,0.15,3,339
30,30,0.15,3,571
30,30,0.15,3,273
30,30,0.15,3,12
30,30,0.15,2.5,444
30,30,0.15,2.5,147
30,30,0.15,2.5,356
30,30,0.15,2.5,206
30,30,0.15,2.5,485
30,30,0.15,2.5,242
30,30,0.15,2.5,284
30,30,0.15,2.5,382
30,30,0.15,2.5,294
30,30,0.15,2.5,79
30,30,0.15,2,351
30,30,0.15,2,248
30,30,0.15,2,317
30,30,0.15,2,340
30,30,0.15,2,195
30,30,0.15,2,593
30,30,0.15,2,625
30,30,0.15,2,527
30,30,0.15,2,425
30,30,0.15,2,250
30,30,0.15,1.5,13
30,30,0.15,1.5,328
30,30,0.15,1.5,514
30,30,0.15,1.5,386
30,30,0.15,1.5,413
30,30,0.15,1.5,493
30,30,0.15,1.5,273
30,30,0.15,1.5,507
30,30,0.15,1.5,356
30,30,0.15,1.5,144
30,30,0.1,3,328
30,30,0.1,3,239
30,30,0.1,3,264
30,30,0.1,3,684
30,30,0.1,3,601
30,30,0.1,3,1
30,30,0.1,3,477
30,30,0.1,3,613
30,30,0.1,3,270
30,30,0.1,3,294
30,30,0.1,2.5,498
30,30,0.1,2.5,20
30,30,0.1,2.5,652
30,30,0.1,2.5,488
30,30,0.1,2.5,269
30,30,0.1,2.5,414
30,30,0.1,2.5,321
30,30,0.1,2.5,563
30,30,0.1,2.5,356
30,30,0.1,2.5,383
30,30,0.1,2,294
30,30,0.1,2,308
30,30,0.1,2,354
30,30,0.1,2,330
30,30,0.1,2,202
30,30,0.1,2,663
30,30,0.1,2,420
30,30,0.1,2,442
30,30,0.1,2,449
30,30,0.1,2,155
30,30,0.1,1.5,416
30,30,0.1,1.5,395
30,30,0.1,1.5,270
30,30,0.1,1.5,636
30,30,0.1,1.5,557
30,30,0.1,1.5,298
30,30,0.1,1.5,688
30,30,0.1,1.5,345
30,30,0.1,1.5,284
30,30,0.1,1.5,293
30,30,0.05,3,241
30,30,0.05,3,297
30,30,0.05,3,552
30,30,0.05,3,135
30,30,0.05,3,691
30,30,0.05,3,609
30,30,0.05,3,492
30,30,0.05,3,455
30,30,0.05,3,267
30,30,0.05,3,389
30,30,0.05,2.5,113
30,30,0.05,2.5,477
30,30,0.05,2.5,272
30,30,0.05,2.5,207
30,30,0.05,2.5,330
30,30,0.05,2.5,361
30,30,0.05,2.5,555
30,30,0.05,2.5,543
30,30,0.05,2.5,109
30,30,0.05,2.5,460
30,30,0.05,2,332
30,30,0.05,2,363
30,30,0.05,2,468
30,30,0.05,2,190
30,30,0.05,2,399
30,30,0.05,2,392
30,30,0.05,2,172
30,30,0.05,2,532
30,30,0.05,2,62
30,30,0.05,2,441
30,30,0.05,1.5,331
30,30,0.05,1.5,493
30,30,0.05,1.5,357
30,30,0.05,1.5,167
30,30,0.05,1.5,207
30,30,0.05,1.5,442
30,30,0.05,1.5,478
30,30,0.05,1.5,322
30,30,0.05,1.5,340
30,30,0.05,1.5,372
30,30,0.01,3,61
30,30,0.01,3,475
30,30,0.01,3,426
30,30,0.01,3,14
30,30,0.01,3,327
30,30,0.01,3,435
30,30,0.01,3,747
30,30,0.01,3,412
30,30,0.01,3,270
30,30,0.01,3,692
30,30,0.01,2.5,366
30,30,0.01,2.5,421
30,30,0.01,2.5,424
30,30,0.01,2.5,545
30,30,0.01,2.5,585
30,30,0.01,2.5,295
30,30,0.01,2.5,463
30,30,0.01,2.5,443
30,30,0.01,2.5,481
30,30,0.01,2.5,376
30,30,0.01,2,475
30,30,0.01,2,603
30,30,0.01,2,317
30,30,0.01,2,271
30,30,0.01,2,393
30,30,0.01,2,356
30,30,0.01,2,772
30,30,0.01,2,282
30,30,0.01,2,604
30,30,0.01,2,507
30,30,0.01,1.5,336
30,30,0.01,1.5,174
30,30,0.01,1.5,368
30,30,0.01,1.5,781
30,30,0.01,1.5,177
30,30,0.01,1.5,462
30,30,0.01,1.5,286
30,30,0.01,1.5,438
30,30,0.01,1.5,549
30,30,0.01,1.5,366
30,20,0.2,3,366
30,20,0.2,3,298
30,20,0.2,3,326
30,20,0.2,3,115
30,20,0.2,3,458
30,20,0.2,3,294
30,20,0.2,3,85
30,20,0.2,3,597
30,20,0.2,3,7
30,20,0.2,3,232
30,20,0.2,2.5,354
30,20,0.2,2.5,497
30,20,0.2,2.5,274
30,20,0.2,2.5,386
30,20,0.2,2.5,232
30,20,0.2,2.5,725
30,20,0.2,2.5,695
30,20,0.2,2.5,159
30,20,0.2,2.5,419
30,20,0.2,2.5,396
30,20,0.2,2,541
30,20,0.2,2,132
30,20,0.2,2,69
30,20,0.2,2,393
30,20,0.2,2,385
30,20,0.2,2,117
30,20,0.2,2,4
30,20,0.2,2,310
30,20,0.2,2,351
30,20,0.2,2,548
30,20,0.2,1.5,419
30,20,0.2,1.5,658
30,20,0.2,1.5,92
30,20,0.2,1.5,394
30,20,0.2,1.5,463
30,20,0.2,1.5,511
30,20,0.2,1.5,354
30,20,0.2,1.5,199
30,20,0.2,1.5,130
30,20,0.2,1.5,552
30,20,0.15,3,262
30,20,0.15,3,458
30,20,0.15,3,342
30,20,0.15,3,151
30,20,0.15,3,261
30,20,0.15,3,318
30,20,0.15,3,422
30,20,0.15,3,353
30,20,0.15,3,326
30,20,0.15,3,187
30,20,0.15,2.5,238
30,20,0.15,2.5,293
30,20,0.15,2.5,357
30,20,0.15,2.5,621
30,20,0.15,2.5,503
30,20,0.15,2.5,206
30,20,0.15,2.5,284
30,20,0.15,2.5,594
30,20,0.15,2.5,472
30,20,0.15,2.5,431
30,20,0.15,2,565
30,20,0.15,2,325
30,20,0.15,2,309
30,20,0.15,2,322
30,20,0.15,2,388
30,20,0.15,2,239
30,20,0.15,2,370
30,20,0.15,2,269
30,20,0.15,2,444
30,20,0.15,2,306
30,20,0.15,1.5,442
30,20,0.15,1.5,235
30,20,0.15,1.5,553
30,20,0.15,1.5,308
30,20,0.15,1.5,53
30,20,0.15,1.5,421
30,20,0.15,1.5,279
30,20,0.15,1.5,370
30,20,0.15,1.5,312
30,20,0.15,1.5,421
30,20,0.1,3,346
30,20,0.1,3,220
30,20,0.1,3,263
30,20,0.1,3,4
30,20,0.1,3,352
30,20,0.1,3,356
30,20,0.1,3,301
30,20,0.1,3,307
30,20,0.1,3,131
30,20,0.1,3,521
30,20,0.1,2.5,208
30,20,0.1,2.5,613
30,20,0.1,2.5,382
30,20,0.1,2.5,293
30,20,0.1,2.5,144
30,20,0.1,2.5,350
30,20,0.1,2.5,481
30,20,0.1,2.5,380
30,20,0.1,2.5,353
30,20,0.1,2.5,139
30,20,0.1,2,547
30,20,0.1,2,441
30,20,0.1,2,228
30,20,0.1,2,363
30,20,0.1,2,312
30,20,0.1,2,295
30,20,0.1,2,65
30,20,0.1,2,505
30,20,0.1,2,413
30,20,0.1,2,263
30,20,0.1,1.5,263
30,20,0.1,1.5,400
30,20,0.1,1.5,309
30,20,0.1,1.5,202
30,20,0.1,1.5,457
30,20,0.1,1.5,335
30,20,0.1,1.5,232
30,20,0.1,1.5,376
30,20,0.1,1.5,144
30,20,0.1,1.5,271
30,20,0.05,3,234
30,20,0.05,3,266
30,20,0.05,3,354
30,20,0.05,3,501
30,20,0.05,3,254
30,20,0.05,3,224
30,20,0.05,3,326
30,20,0.05,3,647
30,20,0.05,3,383
30,20,0.05,3,172
30,20,0.05,2.5,556
30,20,0.05,2.5,497
30,20,0.05,2.5,552
30,20,0.05,2.5,336
30,20,0.05,2.5,231
30,20,0.05,2.5,406
30,20,0.05,2.5,688
30,20,0.05,2.5,270
30,20,0.05,2.5,173
30,20,0.05,2.5,326
30,20,0.05,2,256
30,20,0.05,2,981
30,20,0.05,2,300
30,20,0.05,2,466
30,20,0.05,2,498
30,20,0.05,2,68
30,20,0.05,2,536
30,20,0.05,2,1
30,20,0.05,2,305
30,20,0.05,2,8
30,20,0.05,1.5,714
30,20,0.05,1.5,294
30,20,0.05,1.5,384
30,20,0.05,1.5,466
30,20,0.05,1.5,688
30,20,0.05,1.5,88
30,20,0.05,1.5,545
30,20,0.05,1.5,308
30,20,0.05,1.5,476
30,20,0.05,1.5,318
30,20,0.01,3,504
30,20,0.01,3,592
30,20,0.01,3,457
30,20,0.01,3,266
30,20,0.01,3,347
30,20,0.01,3,474
30,20,0.01,3,414
30,20,0.01,3,385
30,20,0.01,3,478
30,20,0.01,3,63
30,20,0.01,2.5,469
30,20,0.01,2.5,302
30,20,0.01,2.5,294
30,20,0.01,2.5,626
30,20,0.01,2.5,630
30,20,0.01,2.5,363
30,20,0.01,2.5,495
30,20,0.01,2.5,532
30,20,0.01,2.5,383
30,20,0.01,2.5,550
30,20,0.01,2,5
30,20,0.01,2,337
30,20,0.01,2,262
30,20,0.01,2,325
30,20,0.01,2,383
30,20,0.01,2,411
30,20,0.01,2,653
30,20,0.01,2,567
30,20,0.01,2,294
30,20,0.01,2,226
30,20,0.01,1.5,414
30,20,0.01,1.5,62
30,20,0.01,1.5,352
30,20,0.01,1.5,688
30,20,0.01,1.5,322
30,20,0.01,1.5,657
30,20,0.01,1.5,473
30,20,0.01,1.5,175
30,20,0.01,1.5,416
30,20,0.01,1.5,444
30,10,0.2,3,246
30,10,0.2,3,223
30,10,0.2,3,354
30,10,0.2,3,253
30,10,0.2,3,267
30,10,0.2,3,226
30,10,0.2,3,412
30,10,0.2,3,263
30,10,0.2,3,502
30,10,0.2,3,368
30,10,0.2,2.5,482
30,10,0.2,2.5,145
30,10,0.2,2.5,301
30,10,0.2,2.5,621
30,10,0.2,2.5,294
30,10,0.2,2.5,391
30,10,0.2,2.5,441
30,10,0.2,2.5,221
30,10,0.2,2.5,820
30,10,0.2,2.5,60
30,10,0.2,2,286
30,10,0.2,2,263
30,10,0.2,2,684
30,10,0.2,2,204
30,10,0.2,2,342
30,10,0.2,2,324
30,10,0.2,2,205
30,10,0.2,2,178
30,10,0.2,2,251
30,10,0.2,2,840
30,10,0.2,1.5,263
30,10,0.2,1.5,254
30,10,0.2,1.5,161
30,10,0.2,1.5,277
30,10,0.2,1.5,519
30,10,0.2,1.5,273
30,10,0.2,1.5,91
30,10,0.2,1.5,447
30,10,0.2,1.5,563
30,10,0.2,1.5,501
30,10,0.15,3,146
30,10,0.15,3,388
30,10,0.15,3,391
30,10,0.15,3,486
30,10,0.15,3,529
30,10,0.15,3,340
30,10,0.15,3,341
30,10,0.15,3,224
30,10,0.15,3,455
30,10,0.15,3,146
30,10,0.15,2.5,466
30,10,0.15,2.5,404
30,10,0.15,2.5,149
30,10,0.15,2.5,57
30,10,0.15,2.5,502
30,10,0.15,2.5,411
30,10,0.15,2.5,52
30,10,0.15,2.5,238
30,10,0.15,2.5,204
30,10,0.15,2.5,283
30,10,0.15,2,797
30,10,0.15,2,329
30,10,0.15,2,355
30,10,0.15,2,159
30,10,0.15,2,461
30,10,0.15,2,362
30,10,0.15,2,205
30,10,0.15,2,682
30,10,0.15,2,213
30,10,0.15,2,6
30,10,0.15,1.5,435
30,10,0.15,1.5,192
30,10,0.15,1.5,509
30,10,0.15,1.5,514
30,10,0.15,1.5,484
30,10,0.15,1.5,323
30,10,0.15,1.5,207
30,10,0.15,1.5,337
30,10,0.15,1.5,252
30,10,0.15,1.5,181
30,10,0.1,3,173
30,10,0.1,3,148
30,10,0.1,3,433
30,10,0.1,3,360
30,10,0.1,3,326
30,10,0.1,3,746
30,10,0.1,3,384
30,10,0.1,3,412
30,10,0.1,3,295
30,10,0.1,3,284
30,10,0.1,2.5,460
30,10,0.1,2.5,576
30,10,0.1,2.5,353
30,10,0.1,2.5,317
30,10,0.1,2.5,454
30,10,0.1,2.5,593
30,10,0.1,2.5,542
30,10,0.1,2.5,537
30,10,0.1,2.5,336
30,10,0.1,2.5,722
30,10,0.1,2,58
30,10,0.1,2,442
30,10,0.1,2,412
30,10,0.1,2,97
30,10,0.1,2,318
30,10,0.1,2,130
30,10,0.1,2,235
30,10,0.1,2,275
30,10,0.1,2,190
30,10,0.1,2,292
30,10,0.1,1.5,333
30,10,0.1,1.5,276
30,10,0.1,1.5,501
30,10,0.1,1.5,628
30,10,0.1,1.5,373
30,10,0.1,1.5,207
30,10,0.1,1.5,8
30,10,0.1,1.5,444
30,10,0.1,1.5,525
30,10,0.1,1.5,82
30,10,0.05,3,250
30,10,0.05,3,413
30,10,0.05,3,376
30,10,0.05,3,635
30,10,0.05,3,338
30,10,0.05,3,173
30,10,0.05,3,504
30,10,0.05,3,455
30,10,0.05,3,328
30,10,0.05,3,543
30,10,0.05,2.5,390
30,10,0.05,2.5,300
30,10,0.05,2.5,431
30,10,0.05,2.5,244
30,10,0.05,2.5,263
30,10,0.05,2.5,275
30,10,0.05,2.5,243
30,10,0.05,2.5,263
30,10,0.05,2.5,206
